ID,bank branch,funding type,funding classification,customer sector,installment value,cashing date,sex,age,social status,special needs,number of family members,saving loan,income,financing value
1185,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1186,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,48000
1187,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,48000
1188,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1189,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1190,Medina,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,widow,No,>= 05,No,< 5000,60000
1191,Medina,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,widow,No,>= 05,No,>= 10000,60000
1192,Taif,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1193,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,54000
1194,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,54000
1195,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 10000,60000
1196,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 5000,60000
1197,Jeddah,project,solution,Government retired,>= 1000,2019/02,FEMALE,>= 30,married,No,< 02,No,< 5000,238000
1198,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1199,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1200,Jeddah,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1201,Jeddah,social,marriage,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 5000,48000
1202,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1203,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1204,Jeddah,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 10,No,>= 7500,60000
1205,Tabuk,social,family,employee of a government company,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 5000,60000
1206,Tabuk,social,family,employee of a government company,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,No,< 5000,60000
1207,Jeddah,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 30,divorced,No,>= 02,No,>= 10000,60000
1208,Jeddah,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 30,divorced,No,>= 02,No,< 5000,60000
1209,Jeddah,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1210,Jeddah,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1211,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
1212,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
1213,Jeddah,social,family,employee of a government company,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,Yes,>= 10000,60000
1214,Jeddah,social,family,employee of a government company,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,Yes,< 5000,60000
1215,Jeddah,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,18000
1216,Jeddah,social,marriage,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1217,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
1218,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
1219,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
1220,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
1221,Jeddah,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1222,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1223,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1224,Jeddah,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1225,Jeddah,project,emerging,employee of a government company,>= 1000,2019/02,FEMALE,>= 30,married,No,< 02,No,< 5000,147000
1226,Jeddah,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1227,Jeddah,social,marriage,employee of a government company,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,30000
1228,Jeddah,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1229,Jeddah,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
1230,Jeddah,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 05,Yes,>= 7500,60000
1231,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1232,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1233,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1234,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1235,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1236,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1237,Jeddah,social,family,private sector employee,< 1000,2019/01,MALE,>= 40,married,No,>= 02,No,>= 5000,48000
1238,Jeddah,social,family,private sector employee,< 1000,2019/01,MALE,>= 40,married,No,>= 02,No,>= 10000,48000
1239,Jeddah,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1240,Jeddah,social,marriage,government employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
1241,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
1242,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
1243,Jeddah,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1244,Jeddah,social,marriage,private sector employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1245,Jeddah,social,marriage,private sector employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1246,Jeddah,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 05,No,>= 7500,60000
1247,Jeddah,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 05,No,>= 10000,60000
1248,Jeddah,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,Yes,< 5000,60000
1249,Jeddah,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,Yes,>= 10000,60000
1250,Jeddah,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,42000
1251,Jeddah,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,42000
1252,Jeddah,social,marriage,government employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
1253,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1254,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1255,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1256,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1257,Jeddah,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,42000
1258,Jeddah,social,marriage,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
1259,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
1260,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1261,Medina,social,family,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 7500,60000
1262,Jeddah,project,solution,employee of a government company,>= 1000,2019/03,FEMALE,< 30,single,No,< 02,No,< 5000,222000
1263,Jeddah,social,family,employee of a government company,< 1000,2019/02,FEMALE,>= 40,divorced,No,>= 02,No,< 5000,24000
1264,Jeddah,social,family,employee of a government company,< 1000,2019/02,FEMALE,>= 40,divorced,No,>= 02,No,>= 10000,24000
1265,Jeddah,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1266,Jeddah,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1267,Jeddah,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1268,Jeddah,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1269,Jeddah,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1270,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 05,No,>= 10000,60000
1271,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 05,No,>= 5000,60000
1272,Jeddah,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1273,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1274,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1275,Jeddah,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1276,Jeddah,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,18000
1277,Jeddah,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1278,Jeddah,social,family,employee of a government company,< 1000,2019/03,FEMALE,>= 60,widow,No,>= 02,No,>= 10000,24000
1279,Jeddah,social,family,employee of a government company,< 1000,2019/03,FEMALE,>= 60,widow,No,>= 02,No,< 5000,24000
1280,Jeddah,social,marriage,government employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1281,Riyadh,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,30000
1282,Jeddah,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,42000
1283,Jeddah,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,42000
1284,Jeddah,social,marriage,government employee,< 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 7500,36000
1285,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
1286,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
1287,Jeddah,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,Yes,>= 10000,60000
1288,Jeddah,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,Yes,>= 7500,60000
1289,Jeddah,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1290,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
1291,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1292,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1293,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1294,Jeddah,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1295,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1296,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1297,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1298,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1299,Jeddah,social,marriage,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
1300,Jeddah,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1301,Jeddah,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
1302,Jeddah,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 7500,60000
1303,Jeddah,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 10000,60000
1304,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 05,No,>= 5000,60000
1305,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 05,No,>= 10000,60000
1306,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1307,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1308,Jeddah,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1309,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
1310,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
1311,Medina,social,marriage,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1312,Medina,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1313,Jeddah,social,family,employee of a government company,>= 1000,2019/03,MALE,>= 60,married,No,>= 02,No,< 5000,60000
1314,Jeddah,social,family,employee of a government company,>= 1000,2019/03,MALE,>= 60,married,No,>= 02,No,>= 10000,60000
1315,Jeddah,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1316,Jeddah,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
1317,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1318,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1319,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1320,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1321,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 05,Yes,>= 10000,60000
1322,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 05,Yes,>= 7500,60000
1323,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 40,married,No,>= 02,No,>= 5000,60000
1324,Jeddah,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 40,married,No,>= 02,No,>= 7500,60000
1325,Jeddah,project,emerging,employee of a government company,>= 1000,2019/03,FEMALE,< 30,single,No,< 02,No,< 5000,212000
1326,Jeddah,project,solution,employee of a government company,>= 1000,2019/02,FEMALE,>= 30,married,No,< 02,No,< 5000,230000
1327,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 5000,48000
1328,Jeddah,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,48000
1329,Jeddah,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1330,Jeddah,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 05,Yes,>= 7500,18000
1331,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1332,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1333,Tabuk,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1334,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1335,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1336,Al Qurayyat,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1337,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1338,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1339,Jeddah,social,marriage,government employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
1340,Jeddah,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
1341,Jeddah,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
1342,Jeddah,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
1343,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
